;"(deg C) Mean Temperature (ERA5 LAND DAILY) at 29.9860E,40.1448N, 1994-01-01 to 2023-01-01"
"2011-12-26";-0,7137
"2011-12-27";-0,3714
"2011-12-28";-0,651
"2011-12-29";-2,4086
"2011-12-30";-0,7689
"2011-12-31";2,7297
"2012-01-01";1,7259
"2012-01-02";-0,0471
"2012-01-03";-0,1057
"2012-01-04";0,6436
"2012-01-05";0,7233
"2012-01-06";5,9765
"2012-01-07";5,7741
"2012-01-08";2,4479
"2012-01-09";0,8339
"2012-01-10";-0,1294
"2012-01-11";-0,7753
"2012-01-12";-0,5837
"2012-01-13";-4,6443
"2012-01-14";-2,2358
"2012-01-15";-2,8939
"2012-01-16";-6,7245
"2012-01-17";-8,2363
"2012-01-18";-9,3551
"2012-01-19";-9,7398
"2012-01-20";-5,4276
"2012-01-21";1,1809
"2012-01-22";-1,6614
"2012-01-23";-1,9636
"2012-01-24";-0,1998
"2012-01-25";3,1168
"2012-01-26";3,3861
"2012-01-27";-2,0562
"2012-01-28";-1,6776
"2012-01-29";-2,2358
"2012-01-30";-5,297
"2012-01-31";-7,2025
"2012-02-01";-6,1
"2012-02-02";-5,0814
"2012-02-03";0,397
"2012-02-04";-0,1523
"2012-02-05";-1,5073
"2012-02-06";0,888
"2012-02-07";1,4101
"2012-02-08";-0,9592
"2012-02-09";-4,1564
"2012-02-10";-3,6058
"2012-02-11";-4,7144
"2012-02-12";-3,2308
"2012-02-13";-0,2601
"2012-02-14";2,4468
"2012-02-15";0,3852
"2012-02-16";-1,9498
"2012-02-17";-3,3561
"2012-02-18";-5,8139
"2012-02-19";-10,3777
"2012-02-20";-7,5633
"2012-02-21";-2,5091
"2012-02-22";0,3689
"2012-02-23";0,8212
"2012-02-24";0,8971
"2012-02-25";3,2309
"2012-02-26";6,9838
"2012-02-27";2,1768
"2012-02-28";-4,0273
"2012-02-29";-6,0085
"2012-03-01";-4,1054
"2012-03-02";-2,1919
"2012-03-03";-0,0639
"2012-03-04";-1,8656
"2012-03-05";1,7503
"2012-03-06";2,2499
"2012-03-07";1,8255
"2012-03-08";3,9196
"2012-03-09";4,3058
"2012-03-10";2,2327
"2012-03-11";3,8763
"2012-03-12";0,548
"2012-03-13";0,6133
"2012-03-14";0,0228
"2012-03-15";0,2944
"2012-03-16";-2,1833
"2012-03-17";1,3551
"2012-03-18";5,0273
"2012-03-19";7,2357
"2012-03-20";7,5861
"2012-03-21";8,6969
"2012-03-22";8,6272
"2012-03-23";7,5538
"2012-03-24";9,4558
"2012-03-25";10,1869
"2012-03-26";8,557
"2012-03-27";2,6042
"2012-03-28";3,1141
"2012-03-29";4,8849
"2012-03-30";7,2467
"2012-03-31";7,4054
"2012-04-01";9,0485
"2012-04-02";5,2585
"2012-04-03";8,623
"2012-04-04";12,9569
"2012-04-05";14,1333
"2012-04-06";14,9201
"2012-04-07";13,0388
"2012-04-08";14,7047
"2012-04-09";9,5457
"2012-04-10";4,998
"2012-04-11";5,289
"2012-04-12";9,4632
"2012-04-13";12,844
"2012-04-14";15,0114
"2012-04-15";12,2506
"2012-04-16";11,279
"2012-04-17";14,6126
"2012-04-18";13,998
"2012-04-19";11,7653
"2012-04-20";12,8373
"2012-04-21";11,5103
"2012-04-22";11,2333
"2012-04-23";12,8055
"2012-04-24";14,8589
"2012-04-25";16,3327
"2012-04-26";15,0473
"2012-04-27";13,678
"2012-04-28";16,1012
"2012-04-29";16,9694
"2012-04-30";17,6715
"2012-05-01";17,2286
"2012-05-02";17,1426
"2012-05-03";16,9773
"2012-05-04";15,9879
"2012-05-05";16,2
"2012-05-06";16,0024
"2012-05-07";17,3477
"2012-05-08";18,0085
"2012-05-09";16,5392
"2012-05-10";15,3926
"2012-05-11";14,6589
"2012-05-12";15,7602
"2012-05-13";14,2691
"2012-05-14";14,6762
"2012-05-15";16,9364
"2012-05-16";16,1729
"2012-05-17";16,5866
"2012-05-18";16,5184
"2012-05-19";13,5112
"2012-05-20";12,9089
"2012-05-21";14,3888
"2012-05-22";18,503
"2012-05-23";15,015
"2012-05-24";13,7453
"2012-05-25";13,7057
"2012-05-26";14,3324
"2012-05-27";15,7927
"2012-05-28";15,0509
"2012-05-29";14,2896
"2012-05-30";14,6484
"2012-05-31";14,1437
"2012-06-01";15,3076
"2012-06-02";17,9421
"2012-06-03";20,0208
"2012-06-04";19,8512
"2012-06-05";20,9408
"2012-06-06";17,4344
"2012-06-07";15,7213
"2012-06-08";17,0515
"2012-06-09";19,2498
"2012-06-10";22,308
"2012-06-11";23,1665
"2012-06-12";24,4589
"2012-06-13";25,3811
"2012-06-14";25,0614
"2012-06-15";21,6043
"2012-06-16";20,8629
"2012-06-17";20,2191
"2012-06-18";21,8214
"2012-06-19";23,4629
"2012-06-20";22,2319
"2012-06-21";22,0985
"2012-06-22";22,8341
"2012-06-23";23,3966
"2012-06-24";23,2467
"2012-06-25";23,7425
"2012-06-26";24,2698
"2012-06-27";19,9508
"2012-06-28";18,6892
"2012-06-29";19,7213
"2012-06-30";20,0056
"2012-07-01";19,1999
"2012-07-02";18,8801
"2012-07-03";19,9929
"2012-07-04";22,7051
"2012-07-05";24,0062
"2012-07-06";22,85
"2012-07-07";23,2599
"2012-07-08";21,2806
"2012-07-09";21,7524
"2012-07-10";24,0449
"2012-07-11";24,7395
"2012-07-12";25,2993
"2012-07-13";26,0241
"2012-07-14";26,1364
"2012-07-15";26,7633
"2012-07-16";27,3367
"2012-07-17";22,8806
"2012-07-18";21,4397
"2012-07-19";21,972
"2012-07-20";24,8675
"2012-07-21";25,0709
"2012-07-22";24,3602
"2012-07-23";23,9976
"2012-07-24";25,5638
"2012-07-25";28,0685
"2012-07-26";28,3086
"2012-07-27";26,1841
"2012-07-28";24,7587
"2012-07-29";24,303
"2012-07-30";24,4118
"2012-07-31";23,4213
"2012-08-01";21,214
"2012-08-02";23,1539
"2012-08-03";22,4144
"2012-08-04";22,9871
"2012-08-05";23,8612
"2012-08-06";24,4275
"2012-08-07";24,5657
"2012-08-08";24,9653
"2012-08-09";23,9984
"2012-08-10";24,2264
"2012-08-11";23,642
"2012-08-12";21,0388
"2012-08-13";20,0284
"2012-08-14";21,4423
"2012-08-15";21,993
"2012-08-16";22,2949
"2012-08-17";21,4834
"2012-08-18";19,902
"2012-08-19";19,0187
"2012-08-20";19,4181
"2012-08-21";21,9098
"2012-08-22";24,2608
"2012-08-23";24,7408
"2012-08-24";25,0922
"2012-08-25";25,2517
"2012-08-26";26,4735
"2012-08-27";25,4807
"2012-08-28";16,9047
"2012-08-29";16,9718
"2012-08-30";17,7263
"2012-08-31";18,2643
"2012-09-01";18,9513
"2012-09-02";19,9144
"2012-09-03";20,9545
"2012-09-04";22,3189
"2012-09-05";23,087
"2012-09-06";23,5164
"2012-09-07";19,6289
"2012-09-08";18,05
"2012-09-09";18,4778
"2012-09-10";17,5783
"2012-09-11";18,5092
"2012-09-12";19,5899
"2012-09-13";19,8675
"2012-09-14";21,5441
"2012-09-15";24,5537
"2012-09-16";25,418
"2012-09-17";21,8657
"2012-09-18";20,732
"2012-09-19";19,0553
"2012-09-20";19,4364
"2012-09-21";16,3178
"2012-09-22";14,2489
"2012-09-23";16,9515
"2012-09-24";18,9964
"2012-09-25";20,1615
"2012-09-26";22,2262
"2012-09-27";23,1722
"2012-09-28";22,6102
"2012-09-29";21,9334
"2012-09-30";22,7794
"2012-10-01";23,5382
"2012-10-02";21,9154
"2012-10-03";19,2725
"2012-10-04";18,0521
"2012-10-05";17,4539
"2012-10-06";17,6711
"2012-10-07";18,4705
"2012-10-08";16,2789
"2012-10-09";13,4542
"2012-10-10";14,8329
"2012-10-11";14,022
"2012-10-12";14,8075
"2012-10-13";17,038
"2012-10-14";18,0638
"2012-10-15";18,157
"2012-10-16";19,5465
"2012-10-17";20,2343
"2012-10-18";17,7242
"2012-10-19";15,3855
"2012-10-20";12,6997
"2012-10-21";13,4857
"2012-10-22";14,8079
"2012-10-23";14,3936
"2012-10-24";13,309
"2012-10-25";13,1744
"2012-10-26";12,8902
"2012-10-27";13,6043
"2012-10-28";17,4625
"2012-10-29";18,1761
"2012-10-30";15,598
"2012-10-31";13,7747
"2012-11-01";14,8468
"2012-11-02";16,6687
"2012-11-03";14,6112
"2012-11-04";15,0691
"2012-11-05";14,2044
"2012-11-06";15,6737
"2012-11-07";13,9097
"2012-11-08";9,353
"2012-11-09";8,896
"2012-11-10";7,7877
"2012-11-11";8,2562
"2012-11-12";8,3379
"2012-11-13";10,1721
"2012-11-14";9,2989
"2012-11-15";10,4922
"2012-11-16";10,8072
"2012-11-17";10,3735
"2012-11-18";10,3996
"2012-11-19";9,75
"2012-11-20";8,5113
"2012-11-21";8,1859
"2012-11-22";8,5552
"2012-11-23";8,1819
"2012-11-24";7,6345
"2012-11-25";7,469
"2012-11-26";6,0962
"2012-11-27";4,9007
"2012-11-28";5,9729
"2012-11-29";9,6806
"2012-11-30";11,3867
"2012-12-01";12,8977
"2012-12-02";13,3723
"2012-12-03";11,7275
"2012-12-04";3,5964
"2012-12-05";4,144
"2012-12-06";5,7034
"2012-12-07";2,0093
"2012-12-08";2,6131
"2012-12-09";5,7475
"2012-12-10";5,887
"2012-12-11";5,8486
"2012-12-12";5,4887
"2012-12-13";1,2809
"2012-12-14";-0,3196
"2012-12-15";-0,7192
"2012-12-16";1,4654
"2012-12-17";5,3156
"2012-12-18";6,3623
"2012-12-19";6,7789
"2012-12-20";0,7684
"2012-12-21";-1,1974
"2012-12-22";-0,191
"2012-12-23";0,834
"2012-12-24";1,4473
"2012-12-25";0,6918
"2012-12-26";3,9221
"2012-12-27";6,2278
"2012-12-28";5,8987
"2012-12-29";5,3831
"2012-12-30";5,5762
"2012-12-31";5,0222
"2013-01-01";4,7238
"2013-01-02";3,9257
"2013-01-03";4,553
"2013-01-04";4,2453
"2013-01-05";1,7481
"2013-01-06";-0,2373
"2013-01-07";-2,4067
"2013-01-08";-5,605
"2013-01-09";-4,7219
"2013-01-10";-3,4982
"2013-01-11";-0,9608
"2013-01-12";3,7816
"2013-01-13";1,9669
"2013-01-14";1,3899
"2013-01-15";2,3714
"2013-01-16";5,4066
"2013-01-17";7,3227
"2013-01-18";8,9394
"2013-01-19";6,1898
"2013-01-20";5,9661
"2013-01-21";8,5579
"2013-01-22";7,5473
"2013-01-23";6,0282
"2013-01-24";5,3709
"2013-01-25";6,808
"2013-01-26";6,0445
"2013-01-27";4,0262
"2013-01-28";3,1374
"2013-01-29";1,3011
"2013-01-30";0,195
"2013-01-31";1,8805
"2013-02-01";2,2859
"2013-02-02";4,7813
"2013-02-03";10,21
"2013-02-04";8,7252
"2013-02-05";6,9195
"2013-02-06";7,2592
"2013-02-07";9,6639
"2013-02-08";8,8652
"2013-02-09";6,7024
"2013-02-10";5,9839
"2013-02-11";4,7913
"2013-02-12";4,8628
"2013-02-13";5,5465
"2013-02-14";6,8345
"2013-02-15";3,5223
"2013-02-16";1,7459
"2013-02-17";1,4762
"2013-02-18";0,9958
"2013-02-19";3,5795
"2013-02-20";2,671
"2013-02-21";4,0994
"2013-02-22";5,8726
"2013-02-23";7,1485
"2013-02-24";7,3064
"2013-02-25";8,1564
"2013-02-26";8,9822
"2013-02-27";6,3852
"2013-02-28";3,2493
"2013-03-01";2,4612
"2013-03-02";4,4856
"2013-03-03";3,7096
"2013-03-04";2,7782
"2013-03-05";1,1357
"2013-03-06";2,5455
"2013-03-07";6,2409
"2013-03-08";9,2749
"2013-03-09";9,549
"2013-03-10";10,2892
"2013-03-11";11,6162
"2013-03-12";10,1785
"2013-03-13";9,6135
"2013-03-14";12,3394
"2013-03-15";9,8663
"2013-03-16";4,621
"2013-03-17";1,0862
"2013-03-18";3,6751
"2013-03-19";9,1045
"2013-03-20";9,4505
"2013-03-21";11,7851
"2013-03-22";7,2508
"2013-03-23";1,9117
"2013-03-24";5,5286
"2013-03-25";9,755
"2013-03-26";11,621
"2013-03-27";9,4661
"2013-03-28";7,6081
"2013-03-29";10,6065
"2013-03-30";13,4942
"2013-03-31";15,3543
"2013-04-01";12,3604
"2013-04-02";12,2494
"2013-04-03";13,689
"2013-04-04";11,0956
"2013-04-05";11,8139
"2013-04-06";16,35
"2013-04-07";15,8361
"2013-04-08";9,1897
"2013-04-09";6,5509
"2013-04-10";9,0204
"2013-04-11";9,6097
"2013-04-12";10,6366
"2013-04-13";12,9915
"2013-04-14";11,1651
"2013-04-15";6,7781
"2013-04-16";5,8655
"2013-04-17";5,9224
"2013-04-18";5,5501
"2013-04-19";7,0946
"2013-04-20";7,1318
"2013-04-21";7,6438
"2013-04-22";9,0718
"2013-04-23";11,3381
"2013-04-24";12,9266
"2013-04-25";14,7776
"2013-04-26";15,2135
"2013-04-27";17,5926
"2013-04-28";18,1557
"2013-04-29";18,9463
"2013-04-30";18,7228
"2013-05-01";18,8398
"2013-05-02";18,1222
"2013-05-03";19,0775
"2013-05-04";19,5723
"2013-05-05";18,2967
"2013-05-06";17,1009
"2013-05-07";18,077
"2013-05-08";19,2529
"2013-05-09";17,3432
"2013-05-10";15,6907
"2013-05-11";14,7664
"2013-05-12";14,7976
"2013-05-13";14,3168
"2013-05-14";13,2087
"2013-05-15";13,4905
"2013-05-16";16,0957
"2013-05-17";18,9949
"2013-05-18";19,8393
"2013-05-19";19,3831
"2013-05-20";19,4986
"2013-05-21";19,3659
"2013-05-22";20,5447
"2013-05-23";22,6766
"2013-05-24";19,4369
"2013-05-25";18,7587
"2013-05-26";19,5032
"2013-05-27";17,2179
"2013-05-28";18,003
"2013-05-29";21,1643
"2013-05-30";21,2238
"2013-05-31";21,5433
"2013-06-01";19,1096
"2013-06-02";18,5596
"2013-06-03";16,085
"2013-06-04";17,6231
"2013-06-05";17,0304
"2013-06-06";16,825
"2013-06-07";17,2279
"2013-06-08";18,1004
"2013-06-09";17,6655
"2013-06-10";18,9984
"2013-06-11";20,7307
"2013-06-12";19,2395
"2013-06-13";18,1213
"2013-06-14";17,3121
"2013-06-15";17,3203
"2013-06-16";18,927
"2013-06-17";19,3883
"2013-06-18";20,1988
"2013-06-19";20,4321
"2013-06-20";20,1795
"2013-06-21";20,0363
"2013-06-22";21,3924
"2013-06-23";24,0337
"2013-06-24";25,4512
"2013-06-25";25,5062
"2013-06-26";24,7382
"2013-06-27";24,4287
"2013-06-28";23,6119
"2013-06-29";23,3316
"2013-06-30";21,3234
"2013-07-01";16,9557
"2013-07-02";17,3349
"2013-07-03";18,503
"2013-07-04";19,3988
"2013-07-05";20,4865
"2013-07-06";21,6955
"2013-07-07";22,6907
"2013-07-08";23,9302
"2013-07-09";24,5315
"2013-07-10";23,0954
"2013-07-11";23,0108
"2013-07-12";22,7916
"2013-07-13";21,7941
"2013-07-14";21,799
"2013-07-15";21,5094
"2013-07-16";20,3652
"2013-07-17";19,8352
"2013-07-18";20,1384
"2013-07-19";20,6862
"2013-07-20";21,9591
"2013-07-21";21,3447
"2013-07-22";19,5415
"2013-07-23";20,6787
"2013-07-24";22,7765
"2013-07-25";23,9174
"2013-07-26";23,2845
"2013-07-27";20,4009
"2013-07-28";20,6041
"2013-07-29";22,6287
"2013-07-30";25,0479
"2013-07-31";24,531
"2013-08-01";20,9263
"2013-08-02";21,8544
"2013-08-03";22,2894
"2013-08-04";22,652
"2013-08-05";21,1625
"2013-08-06";21,1744
"2013-08-07";21,4997
"2013-08-08";22,5456
"2013-08-09";23,4647
"2013-08-10";24,6468
"2013-08-11";22,9257
"2013-08-12";22,5604
"2013-08-13";23,7715
"2013-08-14";24,5272
"2013-08-15";23,691
"2013-08-16";23,6937
"2013-08-17";22,8316
"2013-08-18";22,3597
"2013-08-19";23,3522
"2013-08-20";23,4375
"2013-08-21";22,6032
"2013-08-22";22,4353
"2013-08-23";21,5743
"2013-08-24";22,0262
"2013-08-25";23,4462
"2013-08-26";24,4037
"2013-08-27";24,933
"2013-08-28";25,723
"2013-08-29";24,9001
"2013-08-30";21,4273
"2013-08-31";18,81
"2013-09-01";18,2677
"2013-09-02";19,6818
"2013-09-03";20,2786
"2013-09-04";16,027
"2013-09-05";15,5674
"2013-09-06";17,3118
"2013-09-07";18,6861
"2013-09-08";16,8416
"2013-09-09";16,5298
"2013-09-10";18,1058
"2013-09-11";21,3612
"2013-09-12";22,7315
"2013-09-13";24,0816
"2013-09-14";18,2734
"2013-09-15";16,7338
"2013-09-16";19,0156
"2013-09-17";19,0741
"2013-09-18";19,5611
"2013-09-19";19,5935
"2013-09-20";17,2724
"2013-09-21";15,7021
"2013-09-22";13,7848
"2013-09-23";14,2188
"2013-09-24";14,0284
"2013-09-25";16,4863
"2013-09-26";19,8204
"2013-09-27";18,3242
"2013-09-28";18,1334
"2013-09-29";18,7162
"2013-09-30";20,3994
"2013-10-01";17,2474
"2013-10-02";11,175
"2013-10-03";6,4343
"2013-10-04";4,4127
"2013-10-05";4,4501
"2013-10-06";6,1675
"2013-10-07";7,6225
"2013-10-08";10,2558
"2013-10-09";12,3862
"2013-10-10";14,4031
"2013-10-11";15,9863
"2013-10-12";15,715
"2013-10-13";13,3338
"2013-10-14";13,5852
"2013-10-15";14,6664
"2013-10-16";16,4475
"2013-10-17";14,2644
"2013-10-18";10,1722
"2013-10-19";9,7071
"2013-10-20";7,9797
"2013-10-21";8,8785
"2013-10-22";11,4301
"2013-10-23";12,7844
"2013-10-24";11,418
"2013-10-25";11,7218
"2013-10-26";10,2892
"2013-10-27";10,6767
"2013-10-28";11,3632
"2013-10-29";12,256
"2013-10-30";12,6938
"2013-10-31";11,1908
"2013-11-01";12,8195
"2013-11-02";12,4436
"2013-11-03";11,7716
"2013-11-04";11,5301
"2013-11-05";11,407
"2013-11-06";12,2479
"2013-11-07";8,8017
"2013-11-08";7,5477
"2013-11-09";7,1427
"2013-11-10";7,4416
"2013-11-11";8,6449
"2013-11-12";10,1999
"2013-11-13";9,0604
"2013-11-14";9,3537
"2013-11-15";9,3427
"2013-11-16";8,1384
"2013-11-17";6,2345
"2013-11-18";5,4141
"2013-11-19";6,7497
"2013-11-20";8,731
"2013-11-21";10,6263
"2013-11-22";11,063
"2013-11-23";10,0794
"2013-11-24";10,3691
"2013-11-25";10,5551
"2013-11-26";9,5131
"2013-11-27";8,1889
"2013-11-28";5,6214
"2013-11-29";4,1169
"2013-11-30";3,9642
"2013-12-01";6,179
"2013-12-02";7,7363
"2013-12-03";1,0345
"2013-12-04";0,2744
"2013-12-05";1,6192
"2013-12-06";0,3372
"2013-12-07";-1,041
"2013-12-08";-2,0075
"2013-12-09";-0,3173
"2013-12-10";-1,5761
"2013-12-11";-6,1794
"2013-12-12";-5,5826
"2013-12-13";-4,6161
"2013-12-14";-2,3227
"2013-12-15";-1,3968
"2013-12-16";-0,3201
"2013-12-17";0,6324
"2013-12-18";0,1291
"2013-12-19";-1,4889
"2013-12-20";-0,575
"2013-12-21";0,0265
"2013-12-22";-0,4964
"2013-12-23";0,2243
"2013-12-24";1,199
"2013-12-25";2,4028
"2013-12-26";1,6221
"2013-12-27";3,3717
"2013-12-28";4,5728
"2013-12-29";4,7595
"2013-12-30";3,2299
"2013-12-31";3,0116
"2014-01-01";3,2679
"2014-01-02";4,1344
"2014-01-03";5,0272
"2014-01-04";4,7899
"2014-01-05";3,1928
"2014-01-06";2,8397
"2014-01-07";2,5904
"2014-01-08";1,524
"2014-01-09";1,4558
"2014-01-10";1,6557
"2014-01-11";2,1554
"2014-01-12";2,9868
"2014-01-13";4,4528
"2014-01-14";2,4922
"2014-01-15";5,1062
"2014-01-16";7,528
"2014-01-17";6,6796
"2014-01-18";5,7043
"2014-01-19";6,7946
"2014-01-20";6,6907
"2014-01-21";7,4095
"2014-01-22";6,6495
"2014-01-23";5,5954
"2014-01-24";5,6497
"2014-01-25";7,082
"2014-01-26";6,6442
"2014-01-27";4,294
"2014-01-28";5,3008
"2014-01-29";6,8027
"2014-01-30";3,129
"2014-01-31";1,3921
"2014-02-01";1,2819
"2014-02-02";1,2731
"2014-02-03";1,1957
"2014-02-04";-0,1285
"2014-02-05";1,7209
"2014-02-06";2,0089
"2014-02-07";2,4342
"2014-02-08";3,9753
"2014-02-09";6,1462
"2014-02-10";8,0846
"2014-02-11";7,0334
"2014-02-12";9,0998
"2014-02-13";8,8971
"2014-02-14";8,2988
"2014-02-15";6,1428
"2014-02-16";6,0496
"2014-02-17";6,9552
"2014-02-18";9,0853
"2014-02-19";8,5789
"2014-02-20";9,6405
"2014-02-21";10,2315
"2014-02-22";9,3102
"2014-02-23";8,3307
"2014-02-24";6,4734
"2014-02-25";3,6123
"2014-02-26";3,166
"2014-02-27";3,2663
"2014-02-28";4,0888
"2014-03-01";6,4438
"2014-03-02";9,1383
"2014-03-03";10,0101
"2014-03-04";9,1737
"2014-03-05";8,6652
"2014-03-06";8,7464
"2014-03-07";7,7046
"2014-03-08";4,285
"2014-03-09";4,2859
"2014-03-10";3,4191
"2014-03-11";2,6553
"2014-03-12";3,5001
"2014-03-13";2,3983
"2014-03-14";3,061
"2014-03-15";6,0227
"2014-03-16";7,3247
"2014-03-17";8,4655
"2014-03-18";8,4914
"2014-03-19";10,4399
"2014-03-20";6,8732
"2014-03-21";8,4285
"2014-03-22";10,8194
"2014-03-23";11,5962
"2014-03-24";12,5233
"2014-03-25";9,5978
"2014-03-26";8,0513
"2014-03-27";10,8342
"2014-03-28";10,6926
"2014-03-29";6,0431
"2014-03-30";2,6902
"2014-03-31";7,829
"2014-04-01";9,8119
"2014-04-02";10,6992
"2014-04-03";9,7958
"2014-04-04";12,7604
"2014-04-05";14,2945
"2014-04-06";15,1014
"2014-04-07";12,1229
"2014-04-08";9,3511
"2014-04-09";10,4805
"2014-04-10";12,3932
"2014-04-11";9,4222
"2014-04-12";7,4038
"2014-04-13";8,2112
"2014-04-14";10,4533
"2014-04-15";11,905
"2014-04-16";13,6078
"2014-04-17";15,2256
"2014-04-18";11,6065
"2014-04-19";9,8473
"2014-04-20";11,1901
"2014-04-21";12,8698
"2014-04-22";16,6804
"2014-04-23";17,4834
"2014-04-24";18,6861
"2014-04-25";16,0443
"2014-04-26";13,4077
"2014-04-27";13,7643
"2014-04-28";12,0916
"2014-04-29";12,5678
"2014-04-30";11,1457
"2014-05-01";11,2797
"2014-05-02";12,2107
"2014-05-03";14,0802
"2014-05-04";16,5083
"2014-05-05";13,9461
"2014-05-06";10,3604
"2014-05-07";10,915
"2014-05-08";12,6186
"2014-05-09";10,0313
"2014-05-10";12,0771
"2014-05-11";11,4182
"2014-05-12";15,0563
"2014-05-13";16,1375
"2014-05-14";18,8254
"2014-05-15";18,508
"2014-05-16";16,2838
"2014-05-17";14,5629
"2014-05-18";13,8335
"2014-05-19";14,8036
"2014-05-20";15,9382
"2014-05-21";14,9654
"2014-05-22";15,0931
"2014-05-23";15,223
"2014-05-24";15,8525
"2014-05-25";17,3563
"2014-05-26";18,5718
"2014-05-27";19,2482
"2014-05-28";19,5824
"2014-05-29";20,3626
"2014-05-30";17,9469
"2014-05-31";14,6463
"2014-06-01";14,409
"2014-06-02";14,0433
"2014-06-03";15,5906
"2014-06-04";18,154
"2014-06-05";15,1584
"2014-06-06";14,5256
"2014-06-07";15,7831
"2014-06-08";16,6711
"2014-06-09";17,5506
"2014-06-10";18,7852
"2014-06-11";18,2774
"2014-06-12";17,1559
"2014-06-13";18,3153
"2014-06-14";20,6203
"2014-06-15";21,1728
"2014-06-16";19,0567
"2014-06-17";20,3301
"2014-06-18";21,7206
"2014-06-19";22,147
"2014-06-20";17,248
"2014-06-21";17,4624
"2014-06-22";16,3792
"2014-06-23";17,8341
"2014-06-24";19,9738
"2014-06-25";21,7649
"2014-06-26";24,3586
"2014-06-27";25,2461
"2014-06-28";20,3657
"2014-06-29";20,0617
"2014-06-30";23,5203
"2014-07-01";22,5174
"2014-07-02";20,9104
"2014-07-03";20,0767
"2014-07-04";17,142
"2014-07-05";19,0451
"2014-07-06";20,9801
"2014-07-07";21,9295
"2014-07-08";21,7603
"2014-07-09";24,6415
"2014-07-10";25,4319
"2014-07-11";26,8198
"2014-07-12";24,874
"2014-07-13";21,6489
"2014-07-14";22,5591
"2014-07-15";22,4317
"2014-07-16";20,4338
"2014-07-17";20,9094
"2014-07-18";21,3718
"2014-07-19";20,302
"2014-07-20";19,9667
"2014-07-21";21,2828
"2014-07-22";23,8942
"2014-07-23";25,1314
"2014-07-24";22,3926
"2014-07-25";21,9574
"2014-07-26";22,2081
"2014-07-27";23,2627
"2014-07-28";25,3243
"2014-07-29";25,0657
"2014-07-30";23,9976
"2014-07-31";25,0474
"2014-08-01";26,6901
"2014-08-02";23,3333
"2014-08-03";21,6955
"2014-08-04";21,8264
"2014-08-05";22,9887
"2014-08-06";24,79
"2014-08-07";22,4389
"2014-08-08";20,4779
"2014-08-09";20,2487
"2014-08-10";22,6462
"2014-08-11";23,4809
"2014-08-12";23,7044
"2014-08-13";24,5207
"2014-08-14";26,4422
"2014-08-15";26,3067
"2014-08-16";26,5673
"2014-08-17";24,7809
"2014-08-18";19,7253
"2014-08-19";19,6799
"2014-08-20";22,088
"2014-08-21";22,9217
"2014-08-22";23,9496
"2014-08-23";24,0395
"2014-08-24";24,8092
"2014-08-25";23,1543
"2014-08-26";23,3283
"2014-08-27";24,6735
"2014-08-28";23,0429
"2014-08-29";19,7834
"2014-08-30";21,3935
"2014-08-31";23,0299
"2014-09-01";22,2149
"2014-09-02";23,2946
"2014-09-03";24,2064
"2014-09-04";22,4153
"2014-09-05";22,1608
"2014-09-06";21,3746
"2014-09-07";19,9405
"2014-09-08";18,1791
"2014-09-09";19,152
"2014-09-10";19,0146
"2014-09-11";19,377
"2014-09-12";20,3072
"2014-09-13";20,4785
"2014-09-14";19,9421
"2014-09-15";19,4124
"2014-09-16";19,2498
"2014-09-17";16,4393
"2014-09-18";14,8474
"2014-09-19";14,6111
"2014-09-20";14,6227
"2014-09-21";15,9727
"2014-09-22";17,6158
"2014-09-23";17,9982
"2014-09-24";13,3718
"2014-09-25";13,5691
"2014-09-26";15,0742
"2014-09-27";12,9915
"2014-09-28";11,7648
"2014-09-29";12,6898
"2014-09-30";13,3048
"2014-10-01";13,0451
"2014-10-02";13,5165
"2014-10-03";13,9545
"2014-10-04";13,4521
"2014-10-05";14,4541
"2014-10-06";13,9184
"2014-10-07";16,4101
"2014-10-08";15,9011
"2014-10-09";15,2751
"2014-10-10";15,187
"2014-10-11";15,0699
"2014-10-12";14,3718
"2014-10-13";13,7196
"2014-10-14";13,5158
"2014-10-15";13,4259
"2014-10-16";15,998
"2014-10-17";15,7277
"2014-10-18";13,0479
"2014-10-19";8,8432
"2014-10-20";8,1358
"2014-10-21";9,8775
"2014-10-22";12,468
"2014-10-23";16,0903
"2014-10-24";14,5338
"2014-10-25";12,4586
"2014-10-26";11,107
"2014-10-27";11,3677
"2014-10-28";10,1948
"2014-10-29";11,2
"2014-10-30";10,5009
"2014-10-31";8,4567
"2014-11-01";7,6757
"2014-11-02";6,3734
"2014-11-03";4,965
"2014-11-04";4,9065
"2014-11-05";6,9128
"2014-11-06";7,6799
"2014-11-07";9,8432
"2014-11-08";10,5753
"2014-11-09";10,6146
"2014-11-10";10,8599
"2014-11-11";10,7627
"2014-11-12";9,9248
"2014-11-13";10,6784
"2014-11-14";10,573
"2014-11-15";10,3738
"2014-11-16";10,3438
"2014-11-17";10,5762
"2014-11-18";11,4627
"2014-11-19";11,4546
"2014-11-20";9,6243
"2014-11-21";5,7357
"2014-11-22";3,5748
"2014-11-23";4,4324
"2014-11-24";4,2325
"2014-11-25";2,7228
"2014-11-26";2,6774
"2014-11-27";2,891
"2014-11-28";2,9911
"2014-11-29";5,4302
"2014-11-30";6,8156
"2014-12-01";6,3828
"2014-12-02";9,3868
"2014-12-03";10,0931
"2014-12-04";9,5506
